cliente,a_i,p_i,b_i,ArtNum,tramite
1752,36043,240,36883,16,normal
1753,36043,186,36829,17,normal
1754,36053,107,36760,7,rapida
1755,36059,109,36768,2,rapida
1756,36093,115,36808,10,rapida
1757,36095,161,36856,8,rapida
1758,36099,204,36903,15,normal
1759,36100,168,36868,15,normal
1760,36107,201,36908,35,normal
1761,36120,213,36933,14,normal
1762,36135,145,36880,2,rapida
1763,36160,229,36989,43,normal
1764,36168,169,36937,45,normal
1765,36171,213,36984,14,normal
1766,36177,258,37035,14,normal
1767,36197,149,36946,12,normal
1768,36236,221,37057,22,normal
1769,36237,162,36999,7,rapida
1770,36248,125,36973,10,rapida
1771,36249,182,37031,27,normal
1772,36266,164,37030,5,rapida
1773,36283,201,37084,11,normal
1774,36284,222,37106,13,normal
1775,36286,156,37042,10,rapida
1776,36300,166,37066,7,rapida
1777,36320,195,37115,11,normal
1778,36321,215,37136,36,normal
1779,36382,214,37196,14,normal
1780,36404,207,37211,11,normal
1781,36417,138,37155,3,rapida
1782,36438,180,37218,16,normal
1783,36445,192,37237,15,normal
1784,36461,261,37322,15,normal
1785,36480,133,37213,4,rapida
1786,36520,199,37319,19,normal
1787,36531,118,37249,5,rapida
1788,36532,141,37273,3,rapida
1789,36537,175,37312,2,rapida
1790,36546,183,37329,4,rapida
1791,36548,123,37271,1,rapida
1792,36552,147,37299,1,rapida
1793,36556,189,37345,7,rapida
1794,36565,194,37359,10,rapida
1795,36587,140,37327,4,rapida
1796,36596,202,37398,19,normal
1797,36619,202,37421,15,normal
1798,36632,229,37461,26,normal
1799,36636,177,37413,1,rapida
1800,36654,172,37426,3,rapida
1801,36671,244,37515,13,normal
1802,36694,203,37497,32,normal
1803,36723,170,37493,7,rapida
1804,36764,113,37477,4,rapida
1805,36786,135,37521,2,rapida
1806,36802,208,37610,19,normal
1807,36826,213,37639,11,normal
1808,36833,232,37665,20,normal
1809,36840,145,37585,8,rapida
1810,36887,144,37631,5,rapida
1811,36893,147,37640,3,rapida
1812,36898,198,37696,10,rapida
1813,36920,141,37661,4,rapida
1814,36928,157,37685,2,rapida
1815,36956,156,37712,2,rapida
1816,36995,208,37803,20,normal
1817,37000,147,37747,4,rapida
1818,37025,124,37749,2,rapida
1819,37032,150,37782,1,rapida
1820,37042,106,37748,9,rapida
1821,37060,211,37871,14,normal
1822,37067,196,37863,17,normal
1823,37083,216,37899,12,normal
1824,37094,160,37854,4,rapida
1825,37123,104,37827,9,rapida
1826,37152,158,37910,5,rapida
1827,37159,134,37893,10,rapida
1828,37177,127,37904,4,rapida
1829,37210,167,37977,2,rapida
1830,37214,223,38037,14,normal
1831,37225,138,37963,4,rapida
1832,37242,225,38067,29,normal
1833,37246,149,37995,3,rapida
1834,37254,113,37967,6,rapida
1835,37308,185,38093,10,rapida
1836,37315,256,38171,11,normal
1837,37323,191,38114,17,normal
1838,37345,151,38096,5,rapida
1839,37347,151,38098,6,rapida
1840,37359,209,38168,30,normal
1841,37363,178,38141,3,rapida
1842,37380,160,38140,5,rapida
1843,37394,203,38197,12,normal
1844,37412,97,38109,4,rapida
1845,37420,188,38208,2,rapida
1846,37429,140,38169,4,rapida
1847,37436,249,38285,22,normal
1848,37447,226,38273,22,normal
1849,37494,174,38268,23,normal
1850,37524,186,38310,4,rapida
1851,37535,194,38329,22,normal
1852,37543,201,38344,18,normal
1853,37570,177,38347,15,normal
1854,37585,211,38396,12,normal
1855,37589,197,38386,12,normal
1856,37598,139,38337,1,rapida
1857,37641,257,38498,20,normal
1858,37662,135,38397,2,rapida
1859,37671,216,38487,43,normal
1860,37672,200,38472,15,normal
1861,37688,187,38475,13,normal
1862,37701,159,38460,3,rapida
1863,37712,155,38467,16,normal
1864,37740,207,38547,53,normal
1865,37761,205,38566,9,rapida
1866,37763,247,38610,13,normal
1867,37776,204,38580,39,normal
1868,37778,207,38585,21,normal
1869,37785,177,38562,1,rapida
1870,37787,273,38660,12,normal
1871,37789,161,38550,6,rapida
1872,37808,158,38566,9,rapida
1873,37824,150,38574,10,rapida
1874,37837,185,38622,6,rapida
1875,37843,167,38610,4,rapida
1876,37845,236,38681,34,normal
1877,37852,118,38570,8,rapida
1878,37869,215,38684,12,normal
1879,37885,127,38612,7,rapida
1880,37927,228,38755,11,normal
1881,37964,217,38781,19,normal
1882,37977,162,38739,10,rapida
1883,37984,216,38800,43,normal
1884,37989,123,38712,7,rapida
1885,37990,173,38763,29,normal
1886,37993,151,38744,3,rapida
1887,38009,170,38779,1,rapida
1888,38032,159,38791,2,rapida
1889,38041,184,38825,40,normal
1890,38124,212,38936,15,normal
1891,38127,120,38847,3,rapida
1892,38128,189,38917,18,normal
1893,38209,128,38937,6,rapida
1894,38211,207,39018,52,normal
1895,38220,160,38980,5,rapida
1896,38225,200,39025,7,rapida
1897,38243,182,39025,18,normal
1898,38251,236,39087,18,normal
1899,38274,146,39020,1,rapida
1900,38302,191,39093,23,normal
1901,38303,171,39074,1,rapida
1902,38308,187,39095,11,normal
1903,38333,159,39092,9,rapida
1904,38366,134,39100,1,rapida
1905,38381,171,39152,9,rapida
1906,38400,178,39178,23,normal
1907,38444,113,39157,2,rapida
1908,38453,224,39277,13,normal
1909,38467,207,39274,27,normal
1910,38504,169,39273,5,rapida
1911,38543,161,39304,4,rapida
1912,38554,235,39389,39,normal
1913,38559,196,39355,24,normal
1914,38570,184,39354,21,normal
1915,38582,206,39388,11,normal
1916,38587,240,39427,14,normal
1917,38592,173,39365,73,normal
1918,38631,136,39367,1,rapida
1919,38651,214,39465,12,normal
1920,38660,217,39477,21,normal
1921,38663,245,39508,12,normal
1922,38669,189,39458,29,normal
1923,38670,172,39442,25,normal
1924,38685,125,39410,3,rapida
1925,38690,198,39488,17,normal
1926,38707,138,39445,5,rapida
1927,38732,132,39464,6,rapida
1928,38748,228,39576,14,normal
1929,38756,208,39564,27,normal
1930,38760,142,39502,4,rapida
1931,38763,140,39503,1,rapida
1932,38798,136,39534,8,rapida
1933,38815,112,39527,4,rapida
1934,38823,122,39545,8,rapida
1935,38845,175,39620,3,rapida
1936,38876,136,39612,9,rapida
1937,38881,143,39624,3,rapida
1938,38896,139,39635,9,rapida
1939,38912,186,39698,10,rapida
1940,38955,132,39687,2,rapida
1941,38963,130,39693,10,rapida
1942,38967,161,39728,6,rapida
1943,38984,153,39737,8,rapida
1944,39008,219,39827,13,normal
1945,39022,162,39784,2,rapida
1946,39067,160,39827,4,rapida
1947,39076,172,39848,10,rapida
1948,39090,185,39875,13,normal
1949,39092,120,39812,4,rapida
1950,39095,159,39854,1,rapida
1951,39101,130,39831,9,rapida
1952,39110,202,39912,16,normal
1953,39112,209,39921,25,normal
1954,39134,175,39909,28,normal
1955,39139,107,39846,4,rapida
1956,39210,160,39970,7,rapida
1957,39215,209,40024,25,normal
1958,39228,200,40028,46,normal
1959,39239,159,39998,8,rapida
1960,39243,283,40126,16,normal
1961,39252,148,40000,1,rapida
1962,39262,208,40070,14,normal
1963,39290,172,40062,1,rapida
1964,39308,247,40155,14,normal
1965,39329,219,40148,26,normal
1966,39357,205,40162,39,normal
1967,39378,130,40108,5,rapida
1968,39394,242,40236,29,normal
1969,39399,164,40163,1,rapida
1970,39414,145,40159,1,rapida
1971,39418,182,40200,18,normal
1972,39600,146,40346,6,rapida
1973,39611,109,40320,1,rapida
1974,39621,173,40394,5,rapida
1975,39632,198,40430,11,normal
1976,39634,229,40463,13,normal
1977,39642,158,40400,7,rapida
1978,39678,163,40441,3,rapida
1979,39692,162,40454,13,normal
1980,39725,128,40453,8,rapida
1981,39730,207,40537,35,normal
1982,39737,155,40492,4,rapida
1983,39817,145,40562,2,rapida
1984,39821,207,40628,47,normal
1985,39844,159,40603,9,rapida
1986,39866,214,40680,16,normal
1987,39886,202,40688,16,normal
1988,39909,154,40663,10,rapida
1989,39913,228,40741,12,normal
1990,39922,192,40714,6,rapida
1991,39968,181,40749,7,rapida
1992,39991,176,40767,1,rapida
1993,39997,190,40787,24,normal
1994,40001,142,40743,10,rapida
1995,40037,232,40869,13,normal
1996,40042,184,40826,11,normal
1997,40048,216,40864,11,normal
1998,40051,160,40811,5,rapida
1999,40078,239,40917,22,normal
2000,40111,140,40851,5,rapida
2001,40121,189,40910,13,normal
2002,40154,193,40947,13,normal
2003,40172,233,41005,52,normal
2004,40175,212,40987,27,normal
2005,40219,172,40991,57,normal
2006,40223,213,41036,21,normal
2007,40233,171,41004,3,rapida
2008,40243,224,41067,17,normal
2009,40251,146,40997,4,rapida
2010,40252,137,40989,8,rapida
2011,40319,234,41153,35,normal
2012,40319,154,41073,8,rapida
2013,40366,215,41181,23,normal
2014,40370,220,41190,26,normal
2015,40376,250,41226,12,normal
2016,40419,230,41249,31,normal
2017,40439,175,41214,62,normal
2018,40441,202,41243,15,normal
2019,40443,178,41221,4,rapida
2020,40460,174,41234,1,rapida
2021,40463,138,41201,9,rapida
2022,40485,189,41274,3,rapida
2023,40508,205,41313,13,normal
2024,40513,237,41350,20,normal
2025,40520,129,41249,10,rapida
2026,40538,135,41273,5,rapida
2027,40542,170,41312,3,rapida
2028,40556,241,41397,17,normal
2029,40640,214,41454,15,normal
2030,40659,107,41366,3,rapida
2031,40667,211,41478,25,normal
2032,40740,201,41541,15,normal
2033,40768,236,41604,32,normal
2034,40771,190,41561,15,normal
2035,40775,198,41573,18,normal
2036,40776,236,41612,33,normal
2037,40794,149,41543,2,rapida
2038,40867,142,41609,2,rapida
2039,40876,236,41712,14,normal
2040,40906,269,41775,15,normal
2041,40914,191,41705,2,rapida
2042,40932,207,41739,14,normal
2043,40943,201,41744,22,normal
2044,40956,204,41760,51,normal
2045,40995,174,41769,15,normal
2046,41051,125,41776,3,rapida
2047,41103,127,41830,7,rapida
2048,41241,195,42036,3,rapida
2049,41246,142,41988,1,rapida
2050,41266,177,42043,4,rapida
2051,41271,139,42010,7,rapida
2052,41308,164,42072,30,normal
2053,41312,134,42046,10,rapida
2054,41351,215,42166,11,normal
2055,41367,179,42146,2,rapida
2056,41379,200,42179,12,normal
2057,41392,191,42183,24,normal
2058,41394,210,42204,41,normal
2059,41397,215,42212,14,normal
2060,41413,204,42217,8,rapida
2061,41429,205,42234,22,normal
2062,41435,181,42216,6,rapida
2063,41445,206,42251,16,normal
2064,41465,137,42202,1,rapida
2065,41470,148,42218,1,rapida
2066,41471,128,42199,4,rapida
2067,41519,131,42250,3,rapida
2068,41536,199,42335,15,normal
2069,41544,226,42370,22,normal
2070,41549,130,42279,2,rapida
2071,41553,196,42349,37,normal
2072,41591,187,42378,26,normal
2073,41592,198,42390,26,normal
2074,41612,214,42426,70,normal
2075,41631,139,42370,8,rapida
2076,41658,227,42485,24,normal
2077,41666,256,42522,23,normal
2078,41711,152,42463,7,rapida
2079,41739,103,42442,10,rapida
2080,41746,211,42557,28,normal
2081,41751,247,42598,31,normal
2082,41762,149,42511,5,rapida
2083,41770,166,42536,10,rapida
2084,41774,194,42568,28,normal
2085,41788,153,42541,10,rapida
2086,41797,191,42588,13,normal
2087,41852,219,42671,22,normal
2088,41859,164,42623,7,rapida
2089,41864,223,42687,28,normal
2090,41877,168,42645,2,rapida
2091,41894,138,42632,8,rapida
2092,41912,145,42657,4,rapida
2093,41930,238,42768,8,rapida
2094,41943,136,42679,4,rapida
2095,41956,165,42721,4,rapida
2096,41979,121,42700,3,rapida
2097,41983,169,42752,10,rapida
2098,41988,213,42801,49,normal
2099,41989,284,42873,57,normal
2100,41992,132,42724,1,rapida
2101,42026,150,42776,6,rapida
2102,42049,118,42767,1,rapida
2103,42109,195,42904,16,normal
2104,42158,147,42905,2,rapida
2105,42181,148,42929,4,rapida
2106,42196,144,42940,2,rapida
2107,42209,241,43050,22,normal
2108,42210,159,42969,5,rapida
2109,42221,176,42997,10,rapida
2110,42228,191,43019,36,normal
2111,42231,127,42958,7,rapida
2112,42251,145,42996,10,rapida
2113,42261,119,42980,9,rapida
2114,42275,225,43100,18,normal
2115,42278,210,43088,11,normal
2116,42307,111,43018,6,rapida
2117,42314,153,43067,5,rapida
2118,42333,215,43148,16,normal
2119,42341,219,43160,44,normal
2120,42341,126,43067,10,rapida
2121,42361,210,43171,24,normal
2122,42372,206,43178,54,normal
2123,42373,149,43122,10,rapida
2124,42376,170,43146,43,normal
2125,42405,154,43159,7,rapida
2126,42406,114,43120,3,rapida
2127,42414,157,43171,5,rapida
2128,42478,231,43309,12,normal
2129,42499,175,43274,2,rapida
2130,42525,181,43306,13,normal
2131,42534,200,43334,16,normal
2132,42535,163,43298,7,rapida
2133,42551,216,43367,32,normal
2134,42553,184,43337,18,normal
2135,42556,128,43284,5,rapida
2136,42570,206,43376,14,normal
2137,42573,147,43320,4,rapida
2138,42585,228,43413,30,normal
2139,42590,150,43340,8,rapida
2140,42602,199,43401,55,normal
2141,42608,206,43414,15,normal
2142,42620,188,43408,54,normal
2143,42666,202,43468,67,normal
2144,42692,145,43437,7,rapida
2145,42703,120,43423,9,rapida
2146,42742,181,43523,17,normal
2147,42761,131,43492,8,rapida
2148,42798,143,43541,1,rapida
2149,42800,213,43613,11,normal
2150,42803,177,43580,11,normal
2151,42818,195,43613,11,normal
2152,42828,210,43638,11,normal
2153,42840,153,43593,8,rapida
2154,42862,136,43598,3,rapida
2155,42878,99,43577,2,rapida
2156,42907,204,43711,11,normal
2157,42935,218,43753,11,normal
2158,42938,206,43744,25,normal
2159,42938,170,43708,21,normal
2160,42941,184,43725,42,normal
2161,42944,209,43753,20,normal
2162,42957,109,43666,1,rapida
2163,42970,235,43805,18,normal
2164,42980,137,43717,6,rapida
2165,42999,192,43791,3,rapida
2166,43088,230,43918,24,normal
2167,43098,283,43981,23,normal
2168,43114,197,43911,19,normal
2169,43126,227,43953,20,normal
2170,43132,157,43889,5,rapida
2171,43154,152,43906,9,rapida
2172,43200,130,43930,9,rapida
2173,43209,138,43947,9,rapida
2174,43213,225,44038,12,normal
2175,43218,249,44067,45,normal
2176,43247,108,43955,8,rapida
2177,43268,129,43997,2,rapida
2178,43275,156,44031,5,rapida
2179,43294,240,44134,17,normal
2180,43306,215,44121,13,normal
2181,43322,223,44145,63,normal
2182,43327,218,44145,45,normal
2183,43330,208,44138,20,normal
2184,43339,153,44092,6,rapida
2185,43343,221,44164,30,normal
2186,43346,213,44159,25,normal
2187,43347,212,44159,25,normal
2188,43354,250,44204,32,normal
2189,43389,216,44205,32,normal
2190,43416,211,44227,11,normal
2191,43467,205,44272,36,normal
2192,43470,134,44204,6,rapida
2193,43493,203,44296,12,normal
2194,43503,183,44286,28,normal
2195,43508,145,44253,4,rapida
2196,43539,208,44347,16,normal
2197,43550,237,44387,15,normal
2198,43550,149,44299,4,rapida
2199,43577,196,44373,28,normal
2200,43595,264,44459,12,normal
2201,43609,135,44344,8,rapida
2202,43611,163,44374,26,normal
2203,43626,159,44385,3,rapida
2204,43671,152,44423,3,rapida
2205,43688,220,44508,23,normal
2206,43689,139,44428,7,rapida
2207,43708,121,44429,6,rapida
2208,43725,137,44462,9,rapida
2209,43750,136,44486,9,rapida
2210,43767,267,44634,14,normal
2211,43770,134,44504,5,rapida
2212,43783,114,44497,8,rapida
2213,43792,182,44574,7,rapida
2214,43806,181,44587,4,rapida
2215,43838,144,44582,6,rapida
2216,43844,153,44597,10,rapida
2217,43901,158,44659,1,rapida
2218,43919,214,44733,83,normal
2219,43946,250,44796,38,normal
2220,43970,194,44764,15,normal
2221,43988,181,44769,44,normal
2222,44009,204,44813,45,normal
2223,44024,145,44769,4,rapida
2224,44044,200,44844,18,normal
2225,44046,174,44820,15,normal
2226,44065,211,44876,16,normal
2227,44084,155,44839,6,rapida
2228,44110,198,44908,17,normal
2229,44137,243,44980,44,normal
2230,44178,211,44989,11,normal
2231,44198,162,44960,7,rapida
2232,44246,191,45037,29,normal
2233,44253,151,45004,8,rapida
2234,44302,208,45110,17,normal
2235,44310,166,45076,10,rapida
2236,44329,133,45062,4,rapida
2237,44358,147,45105,3,rapida
2238,44376,213,45189,12,normal
2239,44437,221,45258,10,rapida
2240,44451,172,45223,8,rapida
2241,44473,152,45225,4,rapida
2242,44488,222,45310,12,normal
2243,44529,209,45338,37,normal
2244,44536,262,45398,17,normal
2245,44602,127,45329,9,rapida
2246,44607,148,45355,10,rapida
2247,44660,170,45430,4,rapida
2248,44663,183,45446,14,normal
2249,44686,198,45484,13,normal
2250,44698,192,45490,11,normal
2251,44727,201,45528,70,normal
2252,44745,216,45561,37,normal
2253,44772,165,45537,2,rapida
2254,44775,110,45485,4,rapida
2255,44776,115,45491,1,rapida
2256,44779,116,45495,1,rapida
2257,44781,159,45540,1,rapida
2258,44784,214,45598,23,normal
2259,44790,116,45506,9,rapida
2260,44795,126,45521,3,rapida
2261,44808,222,45630,17,normal
2262,44812,211,45623,24,normal
2263,44816,212,45628,25,normal
2264,44826,144,45570,3,rapida
2265,44858,212,45670,38,normal
2266,44865,175,45640,3,rapida
2267,44877,199,45676,27,normal
2268,44890,197,45687,40,normal
2269,44894,160,45654,9,rapida
2270,44902,141,45643,2,rapida
2271,44932,191,45723,12,normal
2272,44959,223,45782,41,normal
2273,44963,167,45730,6,rapida
2274,44974,165,45739,14,normal
2275,44997,201,45798,2,rapida
2276,45013,149,45762,4,rapida
2277,45032,212,45844,14,normal
2278,45036,120,45756,2,rapida
2279,45087,127,45814,7,rapida
2280,45092,127,45819,1,rapida
2281,45098,131,45829,7,rapida
2282,45100,228,45928,19,normal
2283,45110,140,45850,2,rapida
2284,45145,154,45899,6,rapida
2285,45162,235,45997,60,normal
2286,45173,118,45891,9,rapida
2287,45198,121,45919,9,rapida
2288,45233,162,45995,2,rapida
2289,45260,136,45996,6,rapida
2290,45260,160,46020,12,normal
2291,45286,200,46086,20,normal
2292,45305,192,46097,23,normal
2293,45310,198,46108,25,normal
2294,45329,129,46058,8,rapida
2295,45364,240,46204,42,normal
2296,45370,142,46112,6,rapida
2297,45399,192,46191,24,normal
2298,45416,180,46196,7,rapida
2299,45420,165,46185,5,rapida
2300,45428,163,46191,10,rapida
2301,45464,228,46292,12,normal
2302,45467,212,46279,22,normal
2303,45476,190,46266,5,rapida
2304,45485,197,46282,40,normal
2305,45497,195,46292,26,normal
2306,45527,215,46342,12,normal
2307,45539,207,46346,16,normal
2308,45550,155,46305,10,rapida
2309,45561,173,46334,11,normal
2310,45578,188,46366,14,normal
2311,45580,215,46395,16,normal
2312,45580,182,46362,16,normal
2313,45597,231,46428,16,normal
2314,45598,176,46374,13,normal
2315,45604,203,46407,25,normal
2316,45633,193,46426,8,rapida
2317,45639,196,46435,3,rapida
2318,45748,224,46572,18,normal
2319,45799,118,46517,3,rapida
2320,45818,186,46604,11,normal
2321,45852,181,46633,42,normal
2322,45902,219,46721,77,normal
2323,45927,229,46756,12,normal
2324,45952,113,46665,4,rapida
2325,45954,126,46680,4,rapida
2326,45967,177,46744,8,rapida
2327,46005,143,46748,9,rapida
2328,46023,140,46763,4,rapida
2329,46024,204,46828,59,normal
2330,46037,199,46836,15,normal
2331,46059,176,46835,15,normal
2332,46085,210,46895,54,normal
2333,46121,170,46891,53,normal
2334,46139,241,46980,13,normal
2335,46159,205,46964,16,normal
2336,46167,188,46955,13,normal
2337,46186,195,46981,22,normal
2338,46198,168,46966,3,rapida
2339,46205,212,47017,12,normal
2340,46271,135,47006,8,rapida
2341,46277,152,47029,3,rapida
2342,46290,162,47052,1,rapida
2343,46303,127,47030,9,rapida
2344,46318,123,47041,3,rapida
2345,46379,148,47127,6,rapida
2346,46402,151,47153,10,rapida
2347,46409,198,47207,19,normal
2348,46455,208,47263,25,normal
2349,46481,185,47266,33,normal
2350,46489,235,47324,21,normal
2351,46529,166,47295,6,rapida
2352,46531,195,47326,23,normal
2353,46533,165,47298,16,normal
2354,46534,197,47331,8,rapida
2355,46571,125,47296,1,rapida
2356,46587,200,47387,12,normal
2357,46588,192,47380,12,normal
2358,46600,132,47332,7,rapida
2359,46630,196,47426,3,rapida
2360,46634,172,47406,3,rapida
2361,46643,233,47476,13,normal
2362,46711,188,47499,31,normal
2363,46720,198,47518,11,normal
2364,46722,145,47467,5,rapida
2365,46728,176,47504,8,rapida
2366,46729,213,47542,16,normal
2367,46753,125,47478,1,rapida
2368,46757,222,47579,66,normal
2369,46761,243,47604,16,normal
2370,46800,190,47590,17,normal
2371,46824,142,47566,8,rapida
2372,46831,92,47523,4,rapida
2373,46834,239,47673,43,normal
2374,46836,151,47587,4,rapida
2375,46837,140,47577,3,rapida
2376,46838,140,47578,2,rapida
2377,46841,232,47673,41,normal
2378,46859,164,47623,2,rapida
2379,46871,192,47663,24,normal
2380,46877,189,47666,15,normal
2381,46889,217,47706,11,normal
2382,46913,172,47685,6,rapida
2383,46916,207,47723,13,normal
2384,46921,137,47658,4,rapida
2385,46947,217,47764,11,normal
2386,46966,119,47685,10,rapida
2387,46981,115,47696,1,rapida
2388,47060,201,47861,16,normal
2389,47090,106,47796,4,rapida
2390,47097,190,47887,6,rapida
2391,47102,210,47912,24,normal
2392,47123,164,47887,6,rapida
2393,47165,205,47970,36,normal
2394,47184,217,48001,25,normal
2395,47193,189,47982,12,normal
2396,47210,211,48021,28,normal
2397,47212,158,47970,5,rapida
2398,47254,242,48096,13,normal
2399,47306,135,48041,2,rapida
2400,47334,134,48068,6,rapida
2401,47396,240,48236,14,normal
2402,47405,214,48219,21,normal
2403,47423,188,48211,66,normal
2404,47451,256,48307,36,normal
2405,47472,217,48289,22,normal
2406,47482,252,48334,16,normal
2407,47494,173,48267,8,rapida
2408,47542,113,48255,10,rapida
2409,47556,138,48294,9,rapida
2410,47596,218,48414,19,normal
2411,47609,177,48386,5,rapida
2412,47648,138,48386,5,rapida
2413,47664,163,48427,6,rapida
2414,47689,145,48434,2,rapida
2415,47695,159,48454,58,normal
2416,47714,95,48409,10,rapida
2417,47720,145,48465,6,rapida
2418,47728,256,48584,37,normal
2419,47738,149,48487,9,rapida
2420,47749,228,48577,28,normal
2421,47758,143,48501,6,rapida
2422,47774,209,48583,43,normal
2423,47814,122,48536,7,rapida
2424,47839,171,48610,11,normal
2425,47841,143,48584,2,rapida
2426,47862,231,48693,20,normal
2427,47869,218,48687,11,normal
2428,47870,265,48735,13,normal
2429,47877,249,48726,12,normal
2430,47899,107,48606,9,rapida
2431,47908,138,48646,6,rapida
2432,47923,251,48774,15,normal
2433,47934,213,48747,16,normal
2434,47939,212,48751,12,normal
2435,47957,218,48775,37,normal
2436,47962,165,48727,1,rapida
2437,47992,188,48780,2,rapida
2438,47994,182,48776,7,rapida
2439,48008,194,48802,11,normal
2440,48016,210,48826,16,normal
2441,48024,125,48749,1,rapida
2442,48056,205,48861,40,normal
2443,48095,116,48811,10,rapida
2444,48098,238,48936,12,normal
2445,48110,244,48954,38,normal
2446,48110,151,48861,5,rapida
2447,48141,225,48966,13,normal
2448,48155,147,48902,8,rapida
2449,48156,161,48917,2,rapida
2450,48161,133,48894,4,rapida
2451,48164,148,48912,2,rapida
2452,48169,147,48916,10,rapida
2453,48169,190,48959,13,normal
2454,48217,139,48956,1,rapida
2455,48221,112,48933,7,rapida
2456,48235,258,49093,35,normal
2457,48256,231,49087,20,normal
2458,48295,216,49111,35,normal
2459,48310,165,49075,8,rapida
2460,48320,222,49142,14,normal
2461,48335,151,49086,3,rapida
2462,48338,167,49105,5,rapida
2463,48342,173,49115,6,rapida
2464,48352,145,49097,6,rapida
2465,48358,179,49137,39,normal
2466,48366,165,49131,3,rapida
2467,48435,205,49240,12,normal
2468,48479,241,49320,14,normal
2469,48500,189,49289,2,rapida
2470,48532,178,49310,14,normal
2471,48536,178,49314,35,normal
2472,48551,231,49382,21,normal
2473,48580,199,49379,4,rapida
2474,48583,154,49337,7,rapida
2475,48603,220,49423,35,normal
2476,48604,156,49360,9,rapida
2477,48628,178,49406,12,normal
2478,48666,154,49420,2,rapida
2479,48670,160,49430,8,rapida
2480,48674,172,49446,2,rapida
2481,48712,153,49465,3,rapida
2482,48726,203,49529,23,normal
2483,48759,197,49556,7,rapida
2484,48770,192,49562,8,rapida
2485,48781,216,49597,11,normal
2486,48795,213,49608,12,normal
2487,48854,218,49672,12,normal
2488,48884,201,49685,50,normal
2489,48890,215,49705,11,normal
2490,48907,225,49732,28,normal
2491,48916,223,49739,51,normal
2492,48924,202,49726,19,normal
2493,48947,149,49696,8,rapida
2494,48965,227,49792,13,normal
2495,48969,149,49718,6,rapida
2496,48983,188,49771,28,normal
2497,48990,195,49785,13,normal
2498,49012,231,49843,23,normal
2499,49019,137,49756,5,rapida
2500,49030,162,49792,4,rapida
2501,49038,140,49778,10,rapida
2502,49052,136,49788,8,rapida
2503,49110,161,49871,1,rapida
2504,49124,227,49951,23,normal
2505,49151,124,49875,7,rapida
2506,49157,204,49961,14,normal
2507,49164,172,49936,2,rapida
2508,49177,194,49971,20,normal
2509,49234,162,49996,2,rapida
2510,49238,197,50035,16,normal
2511,49239,224,50063,11,normal
2512,49275,219,50094,13,normal
2513,49304,190,50094,7,rapida
2514,49312,155,50067,8,rapida
2515,49389,193,50182,16,normal
2516,49468,226,50294,28,normal
2517,49469,203,50272,16,normal
2518,49475,166,50241,8,rapida
2519,49488,189,50277,75,normal
2520,49509,100,50209,2,rapida
2521,49527,170,50297,6,rapida
2522,49541,199,50340,17,normal
2523,49544,180,50324,3,rapida
2524,49568,152,50320,1,rapida
2525,49593,137,50330,1,rapida
2526,49627,211,50438,22,normal
2527,49629,225,50454,12,normal
2528,49640,224,50464,28,normal
2529,49648,155,50403,3,rapida
2530,49651,172,50423,6,rapida
2531,49661,207,50468,27,normal
2532,49665,176,50441,2,rapida
2533,49667,112,50379,7,rapida
2534,49696,214,50510,41,normal
2535,49704,205,50509,38,normal
2536,49709,193,50502,28,normal
2537,49752,228,50580,9,rapida
2538,49777,136,50513,1,rapida
2539,49798,167,50565,1,rapida
2540,49819,183,50602,4,rapida
2541,49829,208,50637,16,normal
2542,49839,147,50586,10,rapida
2543,49840,177,50617,3,rapida
2544,49916,112,50628,7,rapida
2545,49927,171,50698,30,normal
2546,49947,106,50653,1,rapida
2547,49958,178,50736,4,rapida
2548,49964,175,50739,9,rapida
2549,49995,213,50808,7,rapida
2550,50011,158,50769,5,rapida
2551,50022,172,50794,9,rapida
2552,50042,193,50835,1,rapida
2553,50054,184,50838,6,rapida
2554,50115,245,50960,11,normal
2555,50145,148,50893,1,rapida
2556,50168,155,50923,9,rapida
2557,50400,213,51213,22,normal
2558,50402,220,51222,11,normal
2559,50437,144,51181,7,rapida
2560,50471,141,51212,5,rapida
2561,50476,169,51245,3,rapida
2562,50478,194,51272,14,normal
2563,50521,213,51334,21,normal
2564,50568,144,51312,9,rapida
2565,50578,217,51395,15,normal
2566,50587,169,51356,8,rapida
2567,50610,204,51414,59,normal
2568,50622,147,51369,1,rapida
2569,50624,205,51429,35,normal
2570,50629,182,51411,13,normal
2571,50657,254,51511,51,normal
2572,50663,150,51413,5,rapida
2573,50713,130,51443,5,rapida
2574,50746,169,51515,2,rapida
2575,50776,111,51487,3,rapida
2576,50799,194,51593,26,normal
2577,50807,196,51603,23,normal
2578,50845,247,51692,31,normal
2579,50852,180,51632,5,rapida
2580,50905,211,51716,5,rapida
2581,50983,221,51804,20,normal
2582,51007,226,51833,17,normal
2583,51076,151,51827,2,rapida
2584,51081,150,51831,2,rapida
2585,51115,181,51896,19,normal
2586,51135,116,51851,6,rapida
2587,51179,213,51992,60,normal
2588,51179,137,51916,10,rapida
2589,51220,173,51993,1,rapida
2590,51229,181,52010,17,normal
2591,51250,191,52041,20,normal
2592,51360,259,52219,15,normal
2593,51395,177,52172,8,rapida
2594,51426,154,52180,2,rapida
2595,51454,171,52225,7,rapida
2596,51512,187,52299,15,normal
2597,51556,131,52287,3,rapida
